Sentence,New
 신종자살인가? 머지,중립
참.어이없네요.,분노
 1900년때 대포 화살 칼짚신 신던..헬조선인들이..일본한테 대드는 이유가?ㅋㅋ,중립
lpg도 충전소 별로안많게 느껴지던데..,중립
김성근감독 말대로 임창용 추가징계는 아니지,중립
 시비붙은거일수도 있는데,중립
 당사자들은 얼마나 더 당황했겠어요,불안
별로 안닮았는데;;,중립
25살 여자가 미쳤다고 자기 자식도 모자라 남의자을 셋이나 키운다고 얼싸좋다 같이살자 했을까...?,중립
 용어를 똑바로 사용하세요?,중립
 그리고 돈많은 테슬라가 뭐가 아쉬워서 발뺌을 하겠어,중립
 정말 뿌리는 속일수가 없네,중립
 메이저 전 구단이 당신의 행복을 방해? ㅋ,분노
보호자가 왜 필요함~??,중립
 문재인이는 이런제도를 고칠 생각도 않고 대통령 할려고???,분노
몰랐던 사실이다.,중립
 술파는곳은 아니고요^^;,중립
본인이 앞으로 얼마를 해야 하는지 알아야 되니 알려 달라고 하시는데...,중립
흔히 군대용여친이라 하죠;,중립
어떻게 해야할까요,불안
괜히 자꾸 기대하게 되잖아기대하면 안되는데 ..,불안
딱 3인데333 3333이렇게 나오기도 쉽지 않겠구만--;;0,불안
 왜 하나의 폴더만 사라진걸까요..,불안
 흠그래서 받아줄지 안받아줄지모르겟어요 ㅠㅠ,불안
지금 파마중인데 비엄청온다...,불안
너무 황당해서요,분노
외국 촌놈이라 아무것도 모르겠음..,불안
그럼 나 좋냐구하니까 편하다고 하구멀까 이거,불안
그 분이 말이 열심히 하면 성과가 나온다던데~~~휴혹시 [프리스퀘어]라고 아시나요??,중립
일병 - 여기가 어디지?..,중립
얼굴이 완전 빨간 정도로 ;,중립
그런데 알바 하다가 돈 주은거 내가 가져도 됨?ㅋㅋㅋ,중립
배를왜만지는거에요???ㅠㅠㅠ,불안
그런데 어머님이무작정 선자리 잡아놓았네;;;;;;;;;;;;,불안
이때는자고 먹고한다는데 우리아가는 퇴원하는그날부터 눈떠있는시간이 더많아요;;,불안
미적분은 고딩때 배워보질못해서;;,중립
거참. 희한한 사람이 많네요 ㅎㅎㅎ,중립
 아무리 검색을 해도 이런 경우는 안나와 있어서..,불안
비율이 안맞나요?,중립
때는묻기싫고 마음이 뭐이래?ㅋ,불안
 자기도 저 뷰러 어디껀지 ㅇ모른데,중립
아 갑자기 이런거 써서 너무 당황스럽네요;,불안
아직 어리니까 야단친다고 해봤자 아직 모르고...,불안
 제가 성질이 이상한건지ㅠㅠ.,불안
 근데 제가 딱한번 인사한거 말고는 그날이 처음이라서..ㅠㅠ,불안
한번씩 가끔 깜 박거리긴해요..,불안
너무 단호해서 어찌할바를 모르겠어요;,불안
아님 항상 정해져 있나요?,중립
" 그치만 꼭 말을많이 할 필요는 없는것같아 눈만 봐도알수 있는게 있잖아""이러셨는데 이거 무슨뜻임?",중립
 도대체 뭘 믿어야 하는건지,불안
그럼 남녀구분없이? 화장실을 같이쓰나요? ㅡㅡ;;;,불안
 나보고 자꾸 가을쿨톤이라는데 도대체 가을쿨톤이 뭔느낌이야,중립
그분이 인천에서 부천까지오시는데 한시간 걸리신데서ㄷㄷ;;,중립
 개인한달 지출금액이 55정도면 많이 쓰는건지 적당히 쓰는건지도통 감이안오네요.,불안
왜 충전이 안 되징,중립
첨부터 그사람이 어떤사람인지도 모르고  결혼전제로 일단 만날수가 있나요?,중립
기분이 묘하내요,중립
벌써 4시를 향해가고 있음...,중립
근데 엊그제 차단 풀고 친구추가까지 했더라구요.,중립
분명 새벽 2시30분부터 9시30분까지 잤는데..,중립
아무튼 저도 놀래서 번호주고 급히 나왔어요,불안
남녀 관계는 모를 일이다,불안
 정말 상황이난처합니다 ㅜㅜ,불안
 주민등록번호 모르는데......,불안
원래 다 이런건가요?,불안
그리고 지키지못할 약속은 안해야하는거 아닌가요;,불안
저만 이래요?,불안
 저도 진짜 모르겠네요,불안
 다리만 보게되네문제는 아는 한국여자는 하나도 없다는게 고민0,불안
차단확인 어플 쓰고있는데 이제 어떻게 확인해요?,중립
제가 테이블을 딱다가 유리종류를깨뜨렸습니다,중립
피곤하다 한 날은 한번에 20시간도 자고요,중립
 이러면서 풀죽어 있는데이건 무슨 경우죠 ?0,불안
하면서 계속 정보얻고 떠들으려고그래서 내 노트북도 친오빠아플때준거남친줬다고 구라깠어 실컷 ?? ㅋㅋㅋㅋㅋㅋㅋ,분노
어떻게쓰는지 아시는분?,중립
21일이 남자친구랑 2주년인데 심리학회 연차학술대회랑 일정이 겹침;,중립
"모든 남자가 다?그렇다는데, 저는 이말을 어떻게 받아드려야 할까요?",불안
찬유 다운받아 보다가 갑자기 뽐뿌가;;,중립
세상은 참 아이러니 한것 같음..,불안
" 하지만이주전쯤부터 애정표현, 연락이줄어 어느정도 예상은 했었지만 좀  당황스럽군요",불안
이런 경우는 처음이라서요,불안
안 보였을텐데요..,불안
 내가 너보다 위다?,중립
 플스하면 정말 오타쿠인가요?0,불안
 제가 못된건가요?,불안
내가 해킹을 당했었나 ?? ㅋㅋㅋㅋ,불안
여자친구 사귀면 만나서 모해야 할지??,불안
 먼가 서로 다 알건 다 알고 온 느낌?,불안
어떻게 대처해야 하죠??,불안
어이없는 이유로 갑자기 헤어졌습니다..,불안
내가 톡으로 생일물어봤는데 내가 걔ㅣ생일을 잘몰라서 생일을 틀렸거든?,중립
일을 열심히 해서 다 해놨더니 심심해메신저로 대화할 사람 없어?,중립
근황주고 받으면서 예전에 카톡프사바꾼거를 거의 다 알더라구요.,중립
 이상하네요;,불안
 무엇을 보장해주는지 잘 모르겠어요,불안
그럼오히려 근육이 더붙지않나요?..,불안
남자들 군대가면 전여친 생각하나요?,중립
너무 황당하네요..,분노
곧 결혼할 남자친구 집에 인사갈건데뭐 사들고 가야 좋을까요?,불안
 돈을 훔치려는건 아니구요..,중립
남친이 논산에서 월요일날 보냈다는데...,중립
왜 커피를 뽑고 먹진않고 가죠 ?,불안
 지금 톡보내면 칼답입니다...,중립
사랑하는 사람 아이갖고 싶은게 정말 미친건가요?,불안
어떻게 하면.. 깨무는 버릇을 고칠수 있나요??휴...,불안
온라인에서는 피임약 구매못하나요?,중립
혹시 미니스톱 알바 해보신분들중 노래 바꾸는법 아시는 분있나요,중립
제가 맘충인가요?,불안
순간 이모집으로 들어갈뻔했음....ㅋㅋㅋ,중립
나라는 존재가 생각이나 날까?,불안
 원래 어색해서 그런가..,불안
승급시험보려면 OPIC이 필요하다고 하는데일때문에 정신이 없다보니 제출기한 3주 남았네요 ㅋ ;;,불안
 생산직이고 알바고 뭐고 무슨일이든 할려는데 다양한 직종에서 전화가와요 ㅎㅎ,중립
 억지로 취미를 붙혀봐야 할까요?,불안
회계세무쪽을 하라는데 도대체 어떻게하라는건지도 모르겠고 주된업무가 전화받고 명세표치고 전화가 넘 많이와서.,중립
실업급여도 요번달이 끝인데뭘 믿고 이러는지;;;;;;;;;;;;;;;;;;;;,불안
 물론 키도컷지만 예전에비해서 어깨가 너무 넓어졋어요..,중립
 그때 입금 시켜줄 가능성이있는지...,불안
지금 이틀지났는데...,불안
"제가 회사에 먼저들어오긴했는데 , 언니라고 부르기는 좀 그렇고 ;;",불안
 늦잠자서 회사에 늦었다고 데려가 달라나;;;;,분노
 무료로 하면 어쩌냐고 하셔서요..,불안
친한친구 여자친구가 친구몰래 클럽같은곳 댕기면서 남자들이랑 술마시고 놀고하는걸 친구가 알게됨......,불안
원래 입사확정되고 등본 가져가는거 아님??,중립
 왜이러는건지 아는분.,불안
시이모들이 우리집에 오시겠다고 성화입니다,중립
그냥 책이면 괜찮은데학교 보충에서 쓸 교재가 안오니까 문제;,불안
제가9월입대를하는데 여자친구가 혼인신고를 하고가라고하네요..,중립
제가 나쁜놈인가요 ㄷㄷ...0,불안
왜 차단을 푼걸까요...,불안
치킨버거라며..1,중립
 화장실 많이가서 몸무게 빠지는건 그냥 수분빠지는거 아닌가요???,중립
낼 면접보기로 했는데...,불안
 근데 난 정 떨어질만함 짓을 한 적이 없는데 진짜 뭐지..,불안
응 그래 알았어 그때보자요러네요;,중립
여자친구가 남자친구가너무 예뻐서어찌할바를 모르는?,중립
 커피집 종업원인지......나만 그런가???,불안
그런데 1년이 지난 어제 갑자기카톡 친구를 추가하는 곳에 낯익은 이름이 보이더군요,중립
칵 그냥 무너졌다....,불안
내가 망상을 너무많이하는건진 몰라도 그돈이 깨끗한돈일까 하는생각이 자꾸든다.,불안
하루밤 인연이라는거 이래저래 그리ㅤㄷㅙㅅ는데이제 유부녀가 됐는데 한번 만나자네..ㅡㅡ;,불안
자기를 가지려고하지말고 누구와만나든간섭하지마라는데어떻게해야되죠?,불안
저는 이유도모른채 연락할것도 못되네요,불안
이게 왜 1임?,불안
 사태에 심각성도 느꼈지만...,불안
이런 거 정하면 안되고 그냥 무작정 칼로리 따져가면서 디저트 입에도 대면 안되고 그런가요...,불안
 지금 보니 우연인지 뭔지...,불안
어디서부터 정리해야하나..,불안
 소문에 광주에는 팬클럽이 딱 한명 있다고 하던데요^^::,중립
어제 개학하고어제 오늘 정신이 하나도 없네요....어후......,불안
악플러보다 추종자가 더 많아요,중립
 이렇게 변명하는 제 자신이 왜 이렇게 웃겨보일까요..-ㅁ-?;;,불안
"육남매 특집 보니 40인치라던데.,.. ㅋㅋㅋ",중립
우연히 오늘 한 사람을 만나게 되었는데 그 분이 유재석님을 잘아신다길래 만나게 해달라고 했더니만...,중립
제가너무 발끈하는걸까요?.....,불안
별로 어려운건 안한거같은데 쉬지도 않고 일해서 그런가;,중립
"회사에서 시간도 많이 남고 해서 영어공부를 해 볼까 하는데,정말 진짜 말그래다로 abcd밖에 몰라요.",중립
 사람들이 많이보는지에 대한 고민과..,중립
부모님집에서 살다가 쫒겨났어요.,불안
 미혼인지라 돌밖에 생각이 안나서요.,중립
 드라마에서 자주봤던 배우인데이름을 모르겠네여ㅠ,불안
여자친구는 자신에대해 모든걸알려는건 싫다고하네요,중립
  게다가 싼값도 아니었어요.,중립
첨하는 편의점 알바인데 가르쳐준다는게혼자서 '요래요래요래 하면 됩니다' 하고 가버림....,불안
 라고 수줍게  말 했더니그 뒤로 지금 반년동안 안오시더라구선물만 주는 이 남자 뭐야,불안
깨고나니까 이게 현실인지 그게 현실인지,중립
인터넷에 욕글 올리는 게 직업인 사람도 있나요?,중립
 후반기를 위한 충전의 시간일테니..,중립
유재석 오라버니 혹시 구두나 운동 하고 신발을 신고나서 물집이 있는 경우가 있으시나요,중립
 뒤늦게 쓴 뒷북같긴 하네요..,불안
11일 2층 10구역 가는데..누나는 똥손이란 걸 다시금 깨달았어요..,중립
술챈다소주 2병에 알딸띨 하다니?,불안
 또 언니라고 했네 ...,중립
이나이에 이렇게 좋아해도 되는건지...,불안
이편지 읽으실지 모르겠네,불안
어제 여친이 카톡으로 임신5주차라고 하네요..,중립
씻는걸로 어른들께 잔소리하기도 뭣하고.,불안
그래도 안된다고 하니깐?패드립(음란) 치면서 달라고 하고정말 당황스럽네요,불안
 오늘보니까 왼쪽은 + 모양으로 떼워져있는데오른쪽은ㅜ 이런식으로 되있음 ㅡㅡ;;;;,중립
아직도 연락온다.,중립
태풍은 어디로갔나요..,중립
진짜 생리현상 맞는지 좀 갈켜주세요,불안
주소를 끝까지 안알려주고 전활끊어버려서요ㅠ,불안
내가 이상한건가요?ㅜㅜ,불안
투표율도 낮은데너무 황당한 일들이 발생하는군요,불안
나이차이가 나는 편이라 원래 그런건가 싶기도하고..,불안
"그런데 친구왈,""그게 굶는거랑 뭐가달라""라고 하는데 어찌하나요..",불안
  어제 언니네 갔는데 언니도 꽁치 조림을 했다고 합니다.,중립
 맞벌이 주부로 요리 좀 해야겠다 하며 많은 재료를 사는데 많은 양이 음식물 쓰레기통으로 가고 있어서..,불안
그렇게까지 잘해줄줄은 정말;;;;;ㅠㅠㅠㅠㅠㅠㅠㅠ,행복
김경호가 더이쁘네..,중립
"차라리 4대강 22조를 제주도,울릉도 다리연결에 쓰지.. 쩝.",분노
그니까 저런 현상 왜 일어나는지 설명 좀. . .,불안
사람이 만든건대 해킹이 불가능할리가없다,불안
김현수 선수 요즘 두산과 두산팬들 한테 무안할 정도로 거리 둔다는데 왜그러는거죠?,불안
한국에서 자율운전 하면 차 아작날듯 ㅎㅎㅎ,불안
김재환이 왜 없음??,중립
어..남주혁 좋지만 하백 느낌이...,불안
예정이지 된다곤 안했음..,중립
웃음 참는 건가?,중립
2016년 왜 이래;;,불안
욕쟁이 할머니 집이랑 미슐랭 집이랑 타켓층이 틀리지 않나 ㅋㅋㅋ,중립
일본은 진짜 이상하고 엽기적인거 많이 만들어..,중립
헐...아스널의 레전드를 떠올린다면 가장 먼저 언급될 정도로 아스날의 상징인 이안 라이트가 북런던 라이벌 토트넘 선수를 칭찬하는 것은 상당히 의미있는 발언이지 않나...,중립
